#L TT           EE
2268 2.023265E-01 4.046531E-01
2269 2.026915E-01 4.053830E-01
2270 2.030570E-01 4.061140E-01
2271 2.034230E-01 4.068461E-01
2272 2.037896E-01 4.075792E-01
2273 2.041567E-01 4.083134E-01
2274 2.045243E-01 4.090486E-01
2275 2.048925E-01 4.097849E-01
2276 2.052611E-01 4.105223E-01
2277 2.056304E-01 4.112607E-01
2278 2.060001E-01 4.120002E-01
2279 2.063704E-01 4.127408E-01
2280 2.067412E-01 4.134824E-01
2281 2.071126E-01 4.142252E-01
2282 2.074845E-01 4.149689E-01
2283 2.078569E-01 4.157138E-01
2284 2.082299E-01 4.164597E-01
2285 2.086034E-01 4.172068E-01
2286 2.089774E-01 4.179549E-01
2287 2.093520E-01 4.187040E-01
2288 2.097272E-01 4.194543E-01
2289 2.101028E-01 4.202056E-01
2290 2.104790E-01 4.209581E-01
2291 2.108558E-01 4.217116E-01
2292 2.112331E-01 4.224662E-01
2293 2.116109E-01 4.232219E-01
2294 2.119893E-01 4.239786E-01
2295 2.123682E-01 4.247365E-01
2296 2.127477E-01 4.254955E-01
2297 2.131278E-01 4.262555E-01
2298 2.135083E-01 4.270167E-01
2299 2.138894E-01 4.277789E-01
2300 2.142711E-01 4.285422E-01
2301 2.146533E-01 4.293067E-01
2302 2.150361E-01 4.300722E-01
2303 2.154194E-01 4.308388E-01
2304 2.158033E-01 4.316066E-01
2305 2.161877E-01 4.323754E-01
2306 2.165727E-01 4.331454E-01
2307 2.169582E-01 4.339164E-01
2308 2.173443E-01 4.346886E-01
2309 2.177309E-01 4.354619E-01
2310 2.181181E-01 4.362362E-01
2311 2.185059E-01 4.370117E-01
2312 2.188942E-01 4.377884E-01
2313 2.192830E-01 4.385661E-01
2314 2.196725E-01 4.393449E-01
2315 2.200624E-01 4.401249E-01
2316 2.204530E-01 4.409060E-01
2317 2.208441E-01 4.416881E-01
2318 2.212357E-01 4.424715E-01
2319 2.216280E-01 4.432559E-01
2320 2.220207E-01 4.440415E-01
2321 2.224141E-01 4.448282E-01
2322 2.228080E-01 4.456160E-01
2323 2.232025E-01 4.464049E-01
2324 2.235975E-01 4.471950E-01
2325 2.239931E-01 4.479862E-01
2326 2.243893E-01 4.487786E-01
2327 2.247860E-01 4.495720E-01
2328 2.251833E-01 4.503667E-01
2329 2.255812E-01 4.511624E-01
2330 2.259796E-01 4.519593E-01
2331 2.263787E-01 4.527573E-01
2332 2.267782E-01 4.535565E-01
2333 2.271784E-01 4.543568E-01
2334 2.275791E-01 4.551582E-01
2335 2.279804E-01 4.559608E-01
2336 2.283823E-01 4.567646E-01
2337 2.287847E-01 4.575695E-01
2338 2.291878E-01 4.583755E-01
2339 2.295914E-01 4.591827E-01
2340 2.299955E-01 4.599911E-01
2341 2.304003E-01 4.608006E-01
2342 2.308056E-01 4.616112E-01
2343 2.312115E-01 4.624231E-01
2344 2.316180E-01 4.632360E-01
2345 2.320251E-01 4.640502E-01
2346 2.324327E-01 4.648654E-01
2347 2.328410E-01 4.656819E-01
2348 2.332498E-01 4.664995E-01
2349 2.336592E-01 4.673183E-01
2350 2.340691E-01 4.681383E-01
2351 2.344797E-01 4.689594E-01
2352 2.348908E-01 4.697817E-01
2353 2.353026E-01 4.706051E-01
2354 2.357149E-01 4.714298E-01
2355 2.361278E-01 4.722556E-01
2356 2.365413E-01 4.730826E-01
2357 2.369554E-01 4.739107E-01
2358 2.373700E-01 4.747400E-01
2359 2.377853E-01 4.755706E-01
2360 2.382011E-01 4.764023E-01
2361 2.386176E-01 4.772351E-01
2362 2.390346E-01 4.780692E-01
2363 2.394522E-01 4.789045E-01
2364 2.398705E-01 4.797409E-01
2365 2.402893E-01 4.805785E-01
2366 2.407087E-01 4.814174E-01
2367 2.411287E-01 4.822574E-01
2368 2.415493E-01 4.830986E-01
2369 2.419705E-01 4.839410E-01
2370 2.423923E-01 4.847846E-01
2371 2.428147E-01 4.856294E-01
2372 2.432377E-01 4.864754E-01
2373 2.436613E-01 4.873225E-01
2374 2.440855E-01 4.881709E-01
2375 2.445103E-01 4.890205E-01
2376 2.449357E-01 4.898713E-01
2377 2.453617E-01 4.907234E-01
2378 2.457883E-01 4.915766E-01
2379 2.462155E-01 4.924310E-01
2380 2.466433E-01 4.932866E-01
2381 2.470717E-01 4.941435E-01
2382 2.475008E-01 4.950016E-01
2383 2.479304E-01 4.958608E-01
2384 2.483607E-01 4.967213E-01
2385 2.487915E-01 4.975831E-01
2386 2.492230E-01 4.984460E-01
2387 2.496551E-01 4.993102E-01
2388 2.500878E-01 5.001755E-01
2389 2.505211E-01 5.010422E-01
2390 2.509550E-01 5.019100E-01
2391 2.513895E-01 5.027791E-01
2392 2.518247E-01 5.036494E-01
2393 2.522604E-01 5.045209E-01
2394 2.526968E-01 5.053936E-01
2395 2.531338E-01 5.062676E-01
2396 2.535714E-01 5.071429E-01
2397 2.540097E-01 5.080193E-01
2398 2.544485E-01 5.088970E-01
2399 2.548880E-01 5.097760E-01
2400 2.553281E-01 5.106562E-01
2401 2.557688E-01 5.115376E-01
2402 2.562101E-01 5.124203E-01
2403 2.566521E-01 5.133042E-01
2404 2.570947E-01 5.141894E-01
2405 2.575379E-01 5.150758E-01
2406 2.579817E-01 5.159635E-01
2407 2.584262E-01 5.168524E-01
2408 2.588713E-01 5.177426E-01
2409 2.593170E-01 5.186340E-01
2410 2.597633E-01 5.195267E-01
2411 2.602103E-01 5.204207E-01
2412 2.606579E-01 5.213159E-01
2413 2.611062E-01 5.222123E-01
2414 2.615550E-01 5.231101E-01
2415 2.620045E-01 5.240091E-01
2416 2.624547E-01 5.249094E-01
2417 2.629055E-01 5.258109E-01
2418 2.633569E-01 5.267137E-01
2419 2.638089E-01 5.276178E-01
2420 2.642616E-01 5.285232E-01
2421 2.647149E-01 5.294298E-01
2422 2.651689E-01 5.303377E-01
2423 2.656235E-01 5.312469E-01
2424 2.660787E-01 5.321574E-01
2425 2.665346E-01 5.330692E-01
2426 2.669911E-01 5.339822E-01
2427 2.674483E-01 5.348965E-01
2428 2.679061E-01 5.358121E-01
2429 2.683645E-01 5.367290E-01
2430 2.688236E-01 5.376472E-01
2431 2.692834E-01 5.385667E-01
2432 2.697437E-01 5.394875E-01
2433 2.702048E-01 5.404096E-01
2434 2.706665E-01 5.413329E-01
2435 2.711288E-01 5.422576E-01
2436 2.715918E-01 5.431836E-01
2437 2.720554E-01 5.441108E-01
2438 2.725197E-01 5.450394E-01
2439 2.729846E-01 5.459693E-01
2440 2.734502E-01 5.469004E-01
2441 2.739165E-01 5.478329E-01
2442 2.743834E-01 5.487667E-01
2443 2.748509E-01 5.497019E-01
2444 2.753191E-01 5.506383E-01
2445 2.757880E-01 5.515760E-01
2446 2.762575E-01 5.525151E-01
2447 2.767277E-01 5.534555E-01
2448 2.771986E-01 5.543972E-01
2449 2.776701E-01 5.553402E-01
2450 2.781423E-01 5.562845E-01
2451 2.786151E-01 5.572302E-01
2452 2.790886E-01 5.581772E-01
2453 2.795628E-01 5.591255E-01
2454 2.800376E-01 5.600752E-01
2455 2.805131E-01 5.610262E-01
2456 2.809892E-01 5.619785E-01
2457 2.814661E-01 5.629321E-01
2458 2.819436E-01 5.638871E-01
2459 2.824217E-01 5.648435E-01
2460 2.829006E-01 5.658011E-01
2461 2.833801E-01 5.667601E-01
2462 2.838603E-01 5.677205E-01
2463 2.843411E-01 5.686822E-01
2464 2.848226E-01 5.696453E-01
2465 2.853048E-01 5.706097E-01
2466 2.857877E-01 5.715754E-01
2467 2.862713E-01 5.725425E-01
2468 2.867555E-01 5.735110E-01
2469 2.872404E-01 5.744808E-01
2470 2.877260E-01 5.754520E-01
2471 2.882123E-01 5.764245E-01
2472 2.886992E-01 5.773984E-01
2473 2.891868E-01 5.783737E-01
2474 2.896751E-01 5.793503E-01
2475 2.901641E-01 5.803283E-01
2476 2.906538E-01 5.813076E-01
2477 2.911442E-01 5.822884E-01
2478 2.916352E-01 5.832705E-01
2479 2.921270E-01 5.842540E-01
2480 2.926194E-01 5.852388E-01
2481 2.931125E-01 5.862250E-01
2482 2.936063E-01 5.872126E-01
2483 2.941008E-01 5.882016E-01
2484 2.945960E-01 5.891920E-01
2485 2.950919E-01 5.901838E-01
2486 2.955885E-01 5.911769E-01
2487 2.960857E-01 5.921714E-01
2488 2.965837E-01 5.931674E-01
2489 2.970823E-01 5.941647E-01
2490 2.975817E-01 5.951634E-01
2491 2.980817E-01 5.961635E-01
2492 2.985825E-01 5.971650E-01
2493 2.990839E-01 5.981679E-01
2494 2.995861E-01 5.991722E-01
2495 3.000889E-01 6.001779E-01
2496 3.005925E-01 6.011850E-01
2497 3.010968E-01 6.021935E-01
2498 3.016017E-01 6.032034E-01
2499 3.021074E-01 6.042148E-01
2500 3.026138E-01 6.052275E-01
2501 3.031208E-01 6.062417E-01
2502 3.036286E-01 6.072572E-01
2503 3.041371E-01 6.082742E-01
2504 3.046463E-01 6.092926E-01
2505 3.051562E-01 6.103125E-01
2506 3.056669E-01 6.113337E-01
2507 3.061782E-01 6.123564E-01
2508 3.066903E-01 6.133805E-01
2509 3.072030E-01 6.144060E-01
2510 3.077165E-01 6.154330E-01
2511 3.082307E-01 6.164614E-01
2512 3.087456E-01 6.174912E-01
2513 3.092612E-01 6.185225E-01
2514 3.097776E-01 6.195552E-01
2515 3.102947E-01 6.205893E-01
2516 3.108125E-01 6.216249E-01
2517 3.113310E-01 6.226620E-01
2518 3.118502E-01 6.237004E-01
2519 3.123702E-01 6.247403E-01
2520 3.128909E-01 6.257817E-01
2521 3.134123E-01 6.268245E-01
2522 3.139344E-01 6.278688E-01
2523 3.144573E-01 6.289145E-01
2524 3.149809E-01 6.299617E-01
2525 3.155052E-01 6.310104E-01
2526 3.160302E-01 6.320605E-01
2527 3.165560E-01 6.331121E-01
2528 3.170825E-01 6.341651E-01
2529 3.176098E-01 6.352196E-01
2530 3.181378E-01 6.362755E-01
2531 3.186665E-01 6.373330E-01
2532 3.191959E-01 6.383919E-01
2533 3.197261E-01 6.394523E-01
2534 3.202571E-01 6.405141E-01
2535 3.207887E-01 6.415775E-01
2536 3.213211E-01 6.426423E-01
2537 3.218543E-01 6.437086E-01
2538 3.223882E-01 6.447764E-01
2539 3.229228E-01 6.458456E-01
2540 3.234582E-01 6.469164E-01
2541 3.239943E-01 6.479886E-01
2542 3.245312E-01 6.490624E-01
2543 3.250688E-01 6.501376E-01
2544 3.256072E-01 6.512143E-01
2545 3.261463E-01 6.522926E-01
2546 3.266861E-01 6.533723E-01
2547 3.272268E-01 6.544535E-01
2548 3.277681E-01 6.555362E-01
2549 3.283102E-01 6.566205E-01
2550 3.288531E-01 6.577062E-01
2551 3.293967E-01 6.587935E-01
2552 3.299411E-01 6.598822E-01
2553 3.304863E-01 6.609725E-01
2554 3.310322E-01 6.620643E-01
2555 3.315788E-01 6.631576E-01
2556 3.321262E-01 6.642524E-01
2557 3.326744E-01 6.653488E-01
2558 3.332233E-01 6.664467E-01
2559 3.337730E-01 6.675461E-01
2560 3.343235E-01 6.686470E-01
2561 3.348747E-01 6.697494E-01
2562 3.354267E-01 6.708534E-01
2563 3.359795E-01 6.719590E-01
2564 3.365330E-01 6.730660E-01
2565 3.370873E-01 6.741746E-01
2566 3.376424E-01 6.752847E-01
2567 3.381982E-01 6.763964E-01
2568 3.387548E-01 6.775096E-01
2569 3.393122E-01 6.786244E-01
2570 3.398704E-01 6.797407E-01
2571 3.404293E-01 6.808586E-01
2572 3.409890E-01 6.819780E-01
2573 3.415495E-01 6.830990E-01
2574 3.421107E-01 6.842215E-01
2575 3.426728E-01 6.853456E-01
2576 3.432356E-01 6.864712E-01
2577 3.437992E-01 6.875984E-01
2578 3.443636E-01 6.887272E-01
2579 3.449288E-01 6.898575E-01
2580 3.454947E-01 6.909894E-01
2581 3.460614E-01 6.921229E-01
2582 3.466290E-01 6.932579E-01
2583 3.471973E-01 6.943946E-01
2584 3.477664E-01 6.955328E-01
2585 3.483363E-01 6.966725E-01
2586 3.489070E-01 6.978139E-01
2587 3.494784E-01 6.989569E-01
2588 3.500507E-01 7.001014E-01
2589 3.506237E-01 7.012475E-01
2590 3.511976E-01 7.023952E-01
2591 3.517723E-01 7.035445E-01
2592 3.523477E-01 7.046954E-01
2593 3.529239E-01 7.058479E-01
2594 3.535010E-01 7.070020E-01
2595 3.540788E-01 7.081577E-01
2596 3.546575E-01 7.093149E-01
2597 3.552369E-01 7.104738E-01
2598 3.558172E-01 7.116343E-01
2599 3.563982E-01 7.127964E-01
2600 3.569801E-01 7.139602E-01
2601 3.575627E-01 7.151255E-01
2602 3.581462E-01 7.162924E-01
2603 3.587305E-01 7.174610E-01
2604 3.593156E-01 7.186312E-01
2605 3.599015E-01 7.198030E-01
2606 3.604882E-01 7.209764E-01
2607 3.610757E-01 7.221515E-01
2608 3.616641E-01 7.233282E-01
2609 3.622532E-01 7.245065E-01
2610 3.628432E-01 7.256864E-01
2611 3.634340E-01 7.268680E-01
2612 3.640256E-01 7.280512E-01
2613 3.646180E-01 7.292361E-01
2614 3.652113E-01 7.304226E-01
2615 3.658054E-01 7.316107E-01
2616 3.664003E-01 7.328005E-01
2617 3.669960E-01 7.339920E-01
2618 3.675925E-01 7.351851E-01
2619 3.681899E-01 7.363798E-01
2620 3.687881E-01 7.375762E-01
2621 3.693871E-01 7.387742E-01
2622 3.699870E-01 7.399740E-01
2623 3.705877E-01 7.411753E-01
2624 3.711892E-01 7.423784E-01
2625 3.717915E-01 7.435831E-01
2626 3.723947E-01 7.447894E-01
2627 3.729987E-01 7.459975E-01
2628 3.736036E-01 7.472072E-01
2629 3.742093E-01 7.484186E-01
2630 3.748158E-01 7.496317E-01
2631 3.754232E-01 7.508464E-01
2632 3.760314E-01 7.520628E-01
2633 3.766405E-01 7.532809E-01
2634 3.772504E-01 7.545007E-01
2635 3.778611E-01 7.557222E-01
2636 3.784727E-01 7.569454E-01
2637 3.790851E-01 7.581703E-01
2638 3.796984E-01 7.593968E-01
2639 3.803125E-01 7.606251E-01
2640 3.809275E-01 7.618551E-01
2641 3.815434E-01 7.630867E-01
2642 3.821600E-01 7.643201E-01
2643 3.827776E-01 7.655552E-01
2644 3.833960E-01 7.667919E-01
2645 3.840152E-01 7.680304E-01
2646 3.846353E-01 7.692707E-01
2647 3.852563E-01 7.705126E-01
2648 3.858781E-01 7.717562E-01
2649 3.865008E-01 7.730016E-01
2650 3.871243E-01 7.742487E-01
2651 3.877487E-01 7.754975E-01
2652 3.883740E-01 7.767480E-01
2653 3.890002E-01 7.780003E-01
2654 3.896272E-01 7.792543E-01
2655 3.902550E-01 7.805100E-01
2656 3.908838E-01 7.817675E-01
2657 3.915134E-01 7.830267E-01
2658 3.921438E-01 7.842877E-01
2659 3.927752E-01 7.855504E-01
2660 3.934074E-01 7.868148E-01
2661 3.940405E-01 7.880810E-01
2662 3.946745E-01 7.893490E-01
2663 3.953093E-01 7.906187E-01
2664 3.959451E-01 7.918901E-01
2665 3.965817E-01 7.931634E-01
2666 3.972192E-01 7.944383E-01
2667 3.978575E-01 7.957151E-01
2668 3.984968E-01 7.969936E-01
2669 3.991369E-01 7.982739E-01
2670 3.997779E-01 7.995559E-01
2671 4.004199E-01 8.008397E-01
2672 4.010627E-01 8.021253E-01
2673 4.017063E-01 8.034127E-01
2674 4.023509E-01 8.047018E-01
2675 4.029964E-01 8.059928E-01
2676 4.036427E-01 8.072855E-01
2677 4.042900E-01 8.085800E-01
2678 4.049381E-01 8.098763E-01
2679 4.055872E-01 8.111744E-01
2680 4.062371E-01 8.124742E-01
2681 4.068880E-01 8.137759E-01
2682 4.075397E-01 8.150794E-01
2683 4.081923E-01 8.163847E-01
2684 4.088459E-01 8.176917E-01
2685 4.095003E-01 8.190006E-01
2686 4.101557E-01 8.203113E-01
2687 4.108119E-01 8.216239E-01
2688 4.114691E-01 8.229382E-01
2689 4.121272E-01 8.242543E-01
2690 4.127861E-01 8.255723E-01
2691 4.134460E-01 8.268921E-01
2692 4.141068E-01 8.282137E-01
2693 4.147686E-01 8.295371E-01
2694 4.154312E-01 8.308624E-01
2695 4.160947E-01 8.321895E-01
2696 4.167592E-01 8.335184E-01
2697 4.174246E-01 8.348492E-01
2698 4.180909E-01 8.361818E-01
2699 4.187581E-01 8.375162E-01
2700 4.194263E-01 8.388525E-01
2701 4.200953E-01 8.401906E-01
2702 4.207653E-01 8.415306E-01
2703 4.214362E-01 8.428725E-01
2704 4.221081E-01 8.442162E-01
2705 4.227809E-01 8.455617E-01
2706 4.234546E-01 8.469091E-01
2707 4.241292E-01 8.482584E-01
2708 4.248048E-01 8.496095E-01
2709 4.254813E-01 8.509625E-01
2710 4.261587E-01 8.523174E-01
2711 4.268371E-01 8.536742E-01
2712 4.275164E-01 8.550328E-01
2713 4.281966E-01 8.563933E-01
2714 4.288778E-01 8.577557E-01
2715 4.295600E-01 8.591199E-01
2716 4.302430E-01 8.604861E-01
2717 4.309271E-01 8.618541E-01
2718 4.316120E-01 8.632240E-01
2719 4.322979E-01 8.645958E-01
2720 4.329848E-01 8.659696E-01
2721 4.336726E-01 8.673452E-01
2722 4.343613E-01 8.687227E-01
2723 4.350510E-01 8.701021E-01
2724 4.357417E-01 8.714834E-01
2725 4.364333E-01 8.728666E-01
2726 4.371259E-01 8.742518E-01
2727 4.378194E-01 8.756388E-01
2728 4.385139E-01 8.770278E-01
2729 4.392094E-01 8.784187E-01
2730 4.399058E-01 8.798115E-01
2731 4.406031E-01 8.812062E-01
2732 4.413015E-01 8.826029E-01
2733 4.420008E-01 8.840015E-01
2734 4.427010E-01 8.854020E-01
2735 4.434022E-01 8.868045E-01
2736 4.441044E-01 8.882089E-01
2737 4.448076E-01 8.896152E-01
2738 4.455118E-01 8.910235E-01
2739 4.462169E-01 8.924337E-01
2740 4.469230E-01 8.938459E-01
2741 4.476300E-01 8.952600E-01
2742 4.483381E-01 8.966761E-01
2743 4.490471E-01 8.980941E-01
2744 4.497571E-01 8.995141E-01
2745 4.504680E-01 9.009361E-01
2746 4.511800E-01 9.023600E-01
2747 4.518930E-01 9.037859E-01
2748 4.526069E-01 9.052138E-01
2749 4.533218E-01 9.066436E-01
2750 4.540377E-01 9.080754E-01
2751 4.547546E-01 9.095092E-01
2752 4.554725E-01 9.109450E-01
2753 4.561914E-01 9.123827E-01
2754 4.569112E-01 9.138224E-01
2755 4.576321E-01 9.152642E-01
2756 4.583539E-01 9.167079E-01
2757 4.590768E-01 9.181536E-01
2758 4.598006E-01 9.196013E-01
2759 4.605255E-01 9.210510E-01
2760 4.612514E-01 9.225027E-01
2761 4.619782E-01 9.239564E-01
2762 4.627061E-01 9.254122E-01
2763 4.634349E-01 9.268699E-01
2764 4.641648E-01 9.283296E-01
2765 4.648957E-01 9.297914E-01
2766 4.656276E-01 9.312552E-01
2767 4.663605E-01 9.327210E-01
2768 4.670944E-01 9.341888E-01
2769 4.678294E-01 9.356587E-01
2770 4.685653E-01 9.371306E-01
2771 4.693023E-01 9.386045E-01
2772 4.700402E-01 9.400805E-01
2773 4.707792E-01 9.415585E-01
2774 4.715193E-01 9.430385E-01
2775 4.722603E-01 9.445206E-01
2776 4.730024E-01 9.460048E-01
2777 4.737455E-01 9.474909E-01
2778 4.744896E-01 9.489792E-01
2779 4.752347E-01 9.504695E-01
2780 4.759809E-01 9.519618E-01
2781 4.767281E-01 9.534563E-01
2782 4.774764E-01 9.549527E-01
2783 4.782256E-01 9.564513E-01
2784 4.789760E-01 9.579519E-01
2785 4.797273E-01 9.594546E-01
2786 4.804797E-01 9.609594E-01
2787 4.812331E-01 9.624662E-01
2788 4.819876E-01 9.639752E-01
2789 4.827431E-01 9.654862E-01
2790 4.834996E-01 9.669993E-01
2791 4.842572E-01 9.685145E-01
2792 4.850159E-01 9.700318E-01
2793 4.857756E-01 9.715511E-01
2794 4.865363E-01 9.730726E-01
2795 4.872981E-01 9.745962E-01
2796 4.880610E-01 9.761219E-01
2797 4.888249E-01 9.776497E-01
2798 4.895898E-01 9.791796E-01
2799 4.903558E-01 9.807116E-01
2800 4.911229E-01 9.822458E-01
2801 4.918910E-01 9.837821E-01
2802 4.926602E-01 9.853204E-01
2803 4.934305E-01 9.868610E-01
2804 4.942018E-01 9.884036E-01
2805 4.949742E-01 9.899484E-01
2806 4.957476E-01 9.914953E-01
2807 4.965222E-01 9.930443E-01
2808 4.972978E-01 9.945955E-01
2809 4.980744E-01 9.961488E-01
2810 4.988522E-01 9.977043E-01
2811 4.996310E-01 9.992619E-01
2812 5.004109E-01 1.000822E+00
2813 5.011918E-01 1.002384E+00
2814 5.019739E-01 1.003948E+00
2815 5.027570E-01 1.005514E+00
2816 5.035412E-01 1.007082E+00
2817 5.043265E-01 1.008653E+00
2818 5.051129E-01 1.010226E+00
2819 5.059004E-01 1.011801E+00
2820 5.066889E-01 1.013378E+00
2821 5.074786E-01 1.014957E+00
2822 5.082693E-01 1.016539E+00
2823 5.090611E-01 1.018122E+00
2824 5.098540E-01 1.019708E+00
2825 5.106481E-01 1.021296E+00
2826 5.114432E-01 1.022886E+00
2827 5.122394E-01 1.024479E+00
2828 5.130367E-01 1.026073E+00
2829 5.138351E-01 1.027670E+00
2830 5.146347E-01 1.029269E+00
2831 5.154353E-01 1.030871E+00
2832 5.162370E-01 1.032474E+00
2833 5.170399E-01 1.034080E+00
2834 5.178438E-01 1.035688E+00
2835 5.186489E-01 1.037298E+00
2836 5.194551E-01 1.038910E+00
2837 5.202623E-01 1.040525E+00
2838 5.210708E-01 1.042142E+00
2839 5.218803E-01 1.043761E+00
2840 5.226909E-01 1.045382E+00
2841 5.235027E-01 1.047005E+00
2842 5.243156E-01 1.048631E+00
2843 5.251296E-01 1.050259E+00
2844 5.259447E-01 1.051889E+00
2845 5.267610E-01 1.053522E+00
2846 5.275784E-01 1.055157E+00
2847 5.283969E-01 1.056794E+00
2848 5.292166E-01 1.058433E+00
2849 5.300374E-01 1.060075E+00
2850 5.308593E-01 1.061719E+00
2851 5.316823E-01 1.063365E+00
2852 5.325065E-01 1.065013E+00
2853 5.333319E-01 1.066664E+00
2854 5.341584E-01 1.068317E+00
2855 5.349860E-01 1.069972E+00
2856 5.358148E-01 1.071630E+00
2857 5.366447E-01 1.073289E+00
2858 5.374757E-01 1.074951E+00
2859 5.383080E-01 1.076616E+00
2860 5.391413E-01 1.078283E+00
2861 5.399758E-01 1.079952E+00
2862 5.408115E-01 1.081623E+00
2863 5.416483E-01 1.083297E+00
2864 5.424863E-01 1.084973E+00
2865 5.433255E-01 1.086651E+00
2866 5.441658E-01 1.088332E+00
2867 5.450072E-01 1.090014E+00
2868 5.458498E-01 1.091700E+00
2869 5.466936E-01 1.093387E+00
2870 5.475386E-01 1.095077E+00
2871 5.483847E-01 1.096769E+00
2872 5.492320E-01 1.098464E+00
2873 5.500805E-01 1.100161E+00
2874 5.509302E-01 1.101860E+00
2875 5.517810E-01 1.103562E+00
2876 5.526330E-01 1.105266E+00
2877 5.534862E-01 1.106972E+00
2878 5.543405E-01 1.108681E+00
2879 5.551961E-01 1.110392E+00
2880 5.560528E-01 1.112106E+00
2881 5.569107E-01 1.113821E+00
2882 5.577698E-01 1.115540E+00
2883 5.586301E-01 1.117260E+00
2884 5.594916E-01 1.118983E+00
2885 5.603542E-01 1.120708E+00
2886 5.612181E-01 1.122436E+00
2887 5.620832E-01 1.124166E+00
2888 5.629494E-01 1.125899E+00
2889 5.638169E-01 1.127634E+00
2890 5.646855E-01 1.129371E+00
2891 5.655554E-01 1.131111E+00
2892 5.664265E-01 1.132853E+00
2893 5.672987E-01 1.134597E+00
2894 5.681722E-01 1.136344E+00
2895 5.690469E-01 1.138094E+00
2896 5.699228E-01 1.139846E+00
2897 5.707999E-01 1.141600E+00
2898 5.716782E-01 1.143356E+00
2899 5.725578E-01 1.145116E+00
2900 5.734385E-01 1.146877E+00
2901 5.743205E-01 1.148641E+00
2902 5.752037E-01 1.150407E+00
2903 5.760881E-01 1.152176E+00
2904 5.769738E-01 1.153948E+00
2905 5.778606E-01 1.155721E+00
2906 5.787487E-01 1.157497E+00
2907 5.796380E-01 1.159276E+00
2908 5.805286E-01 1.161057E+00
2909 5.814204E-01 1.162841E+00
2910 5.823134E-01 1.164627E+00
2911 5.832077E-01 1.166415E+00
2912 5.841032E-01 1.168206E+00
2913 5.849999E-01 1.170000E+00
2914 5.858979E-01 1.171796E+00
2915 5.867971E-01 1.173594E+00
2916 5.876976E-01 1.175395E+00
2917 5.885993E-01 1.177199E+00
2918 5.895023E-01 1.179005E+00
2919 5.904065E-01 1.180813E+00
2920 5.913120E-01 1.182624E+00
2921 5.922187E-01 1.184437E+00
2922 5.931267E-01 1.186253E+00
2923 5.940359E-01 1.188072E+00
2924 5.949464E-01 1.189893E+00
2925 5.958582E-01 1.191716E+00
2926 5.967712E-01 1.193542E+00
2927 5.976855E-01 1.195371E+00
2928 5.986011E-01 1.197202E+00
2929 5.995179E-01 1.199036E+00
2930 6.004360E-01 1.200872E+00
2931 6.013554E-01 1.202711E+00
2932 6.022760E-01 1.204552E+00
2933 6.031979E-01 1.206396E+00
2934 6.041211E-01 1.208242E+00
2935 6.050456E-01 1.210091E+00
2936 6.059713E-01 1.211943E+00
2937 6.068984E-01 1.213797E+00
2938 6.078267E-01 1.215653E+00
2939 6.087563E-01 1.217513E+00
2940 6.096872E-01 1.219374E+00
2941 6.106194E-01 1.221239E+00
2942 6.115529E-01 1.223106E+00
2943 6.124876E-01 1.224975E+00
2944 6.134237E-01 1.226847E+00
2945 6.143611E-01 1.228722E+00
2946 6.152997E-01 1.230599E+00
2947 6.162397E-01 1.232479E+00
2948 6.171810E-01 1.234362E+00
2949 6.181235E-01 1.236247E+00
2950 6.190674E-01 1.238135E+00
2951 6.200126E-01 1.240025E+00
2952 6.209591E-01 1.241918E+00
2953 6.219069E-01 1.243814E+00
2954 6.228560E-01 1.245712E+00
2955 6.238065E-01 1.247613E+00
2956 6.247582E-01 1.249516E+00
2957 6.257113E-01 1.251423E+00
2958 6.266657E-01 1.253331E+00
2959 6.276214E-01 1.255243E+00
2960 6.285785E-01 1.257157E+00
2961 6.295369E-01 1.259074E+00
2962 6.304966E-01 1.260993E+00
2963 6.314576E-01 1.262915E+00
2964 6.324200E-01 1.264840E+00
2965 6.333837E-01 1.266767E+00
2966 6.343487E-01 1.268697E+00
2967 6.353151E-01 1.270630E+00
2968 6.362828E-01 1.272566E+00
2969 6.372519E-01 1.274504E+00
2970 6.382223E-01 1.276445E+00
2971 6.391940E-01 1.278388E+00
2972 6.401671E-01 1.280334E+00
2973 6.411416E-01 1.282283E+00
2974 6.421174E-01 1.284235E+00
2975 6.430945E-01 1.286189E+00
2976 6.440730E-01 1.288146E+00
2977 6.450529E-01 1.290106E+00
2978 6.460341E-01 1.292068E+00
2979 6.470167E-01 1.294033E+00
2980 6.480007E-01 1.296001E+00
2981 6.489860E-01 1.297972E+00
2982 6.499727E-01 1.299945E+00
2983 6.509607E-01 1.301921E+00
2984 6.519502E-01 1.303900E+00
2985 6.529410E-01 1.305882E+00
2986 6.539331E-01 1.307866E+00
2987 6.549267E-01 1.309853E+00
2988 6.559216E-01 1.311843E+00
2989 6.569179E-01 1.313836E+00
2990 6.579156E-01 1.315831E+00
2991 6.589147E-01 1.317829E+00
2992 6.599152E-01 1.319830E+00
2993 6.609170E-01 1.321834E+00
2994 6.619203E-01 1.323841E+00
2995 6.629249E-01 1.325850E+00
2996 6.639310E-01 1.327862E+00
2997 6.649384E-01 1.329877E+00
2998 6.659472E-01 1.331894E+00
2999 6.669574E-01 1.333915E+00
3000 6.679691E-01 1.335938E+00
